,id_x,identifier,title,classification_x,subject,session_identifier,jurisdiction,organization_classification,bill_id,id_y,organization_id,description,date,classification_y,order
59818,ocd-bill/f259a017-7647-4b07-ad4a-8ec9763f56b6,SB 1097,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/f259a017-7647-4b07-ad4a-8ec9763f56b6,281c6cd8-1d1f-4145-8cad-ccddec8f022b,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Second Reading - Short Debate,2022-03-24,['reading-2'],37
59819,ocd-bill/f259a017-7647-4b07-ad4a-8ec9763f56b6,SB 1097,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/f259a017-7647-4b07-ad4a-8ec9763f56b6,d4d71cd7-8d7c-40c8-89e3-7e11f4033ecb,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Placed on Calendar Order of 3rd Reading - Short Debate,2022-03-24,[],38
140531,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,3652b590-5c7c-43e9-b41d-ff166461d093,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Senate Floor Amendment No. 1 Recommend Do Adopt Energy and Public Utilities;  017-000-000,2022-03-24,[],24
129967,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,HB 1463,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,adacf38f-4f69-4dfd-8185-70cdb37a3a4a,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Placed on Calendar 2nd Reading - Short Debate,2022-03-24,[],11
129966,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,HB 1463,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,3f7dcfc4-463c-4860-884d-6158af1283ee,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Approved for Consideration Rules Committee;  004-000-000,2022-03-24,[],10
129965,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,HB 1463,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,3f80e5e2-351c-4dc8-8fab-9ac09fd067b6,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,"Final Action Deadline Extended-9(b) March 31, 2022",2022-03-24,[],9
127591,ocd-bill/6de5f0e2-b754-4167-bfd5-09ee0b9c1302,SB 1435,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6de5f0e2-b754-4167-bfd5-09ee0b9c1302,86b4eec0-b50b-43c6-86e8-3e7dc3ffeac5,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Placed on Calendar Order of 3rd Reading - Short Debate,2022-03-24,[],32
96186,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,HB 1484,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,28b5ad6f-bf11-4f62-8659-ec7e41c39116,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,"Final Action Deadline Extended-9(b) March 31, 2022",2022-03-25,[],9
96187,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,HB 1484,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,79eb72ef-bf9d-49ca-9862-63927c606045,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Approved for Consideration Rules Committee;  003-001-000,2022-03-25,[],10
140532,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,51a7a31f-bc34-4257-a860-3664c4ca8705,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,"Senate Floor Amendment No. 2 Filed with Secretary by Sen. Napoleon Harris, III",2022-03-25,['amendment-introduction'],25
96188,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,HB 1484,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,25aa7359-e34a-4796-b2fa-11686cccef2a,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Placed on Calendar 2nd Reading - Short Debate,2022-03-25,[],11
140533,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,90f88a7f-04a3-4c12-a3df-cc64b9bb4911,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Senate Floor Amendment No. 2 Referred to Assignments,2022-03-25,['referral-committee'],26
140534,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,b1e69d99-2e0b-4657-ad2e-cea542534f9a,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,"Rule 2-10 Third Reading Deadline Established As April 8, 2022",2022-03-25,['reading-3'],27
140535,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,6f345b67-7f76-4d34-8c19-213f1014f4a5,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Senate Floor Amendment No. 2 Assignments Refers to Energy and Public Utilities,2022-03-28,[],28
98958,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,SB 1105,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,a679b3fd-5660-4d6d-b7d7-3814de4607be,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,"Rule 2-10 Third Reading Deadline Established As April 8, 2022",2022-03-28,['reading-3'],16
98959,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,SB 1105,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,ccbee641-471d-42d8-9576-e392f72da622,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Approved for Consideration Assignments,2022-03-28,[],17
98960,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,SB 1105,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6f30aa2d-ec5e-4945-8f86-b9727f4932fa,9672b987-6bdd-47ac-8978-a35b3be41212,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,"Placed on Calendar Order of 3rd Reading March 29, 2022",2022-03-28,[],18
127593,ocd-bill/6de5f0e2-b754-4167-bfd5-09ee0b9c1302,SB 1435,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6de5f0e2-b754-4167-bfd5-09ee0b9c1302,296dd03c-590c-4846-bf89-b5873ee84ee7,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Passed Both Houses,2022-03-29,[],34
127594,ocd-bill/6de5f0e2-b754-4167-bfd5-09ee0b9c1302,SB 1435,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6de5f0e2-b754-4167-bfd5-09ee0b9c1302,30d461c8-7bf4-429f-ad1a-7b309dcd4182,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Alternate Co-Sponsor Rep. Deanne M. Mazzochi,2022-03-29,[],35
35199,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,HB 1449,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,c397e1de-79c6-407a-ac53-da318c9e1549,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Filed with Clerk by Rep. Kathleen Willis,2022-03-29,['amendment-introduction'],12
127592,ocd-bill/6de5f0e2-b754-4167-bfd5-09ee0b9c1302,SB 1435,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/6de5f0e2-b754-4167-bfd5-09ee0b9c1302,0031f099-7662-42b1-ab45-1ac6948290f8,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Third Reading - Short Debate - Passed 111-000-000,2022-03-29,"['passage', 'reading-3']",33
59821,ocd-bill/f259a017-7647-4b07-ad4a-8ec9763f56b6,SB 1097,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/f259a017-7647-4b07-ad4a-8ec9763f56b6,2b95c2e2-4651-4158-a8c4-8776676a0f93,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Passed Both Houses,2022-03-29,[],40
59820,ocd-bill/f259a017-7647-4b07-ad4a-8ec9763f56b6,SB 1097,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/f259a017-7647-4b07-ad4a-8ec9763f56b6,ddf4cf5a-e2d4-4451-9512-96085eb7a74c,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Third Reading - Short Debate - Passed 111-000-000,2022-03-29,"['passage', 'reading-3']",39
35200,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,HB 1449,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,1b318a57-0529-453b-ba19-23efdb6ccb63,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Referred to Rules Committee,2022-03-29,['referral-committee'],13
35201,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,HB 1449,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,aaee3a29-5a57-49c8-ba83-f138c92aef73,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Chief Sponsor Changed to Rep. Kathleen Willis,2022-03-30,[],14
129969,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,HB 1463,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,1cb5ce63-2f73-424f-8f39-a4d214a722eb,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Referred to Rules Committee,2022-03-30,['referral-committee'],13
82842,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,29aaba76-ebc5-4de8-b280-cf489129e230,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Placed on Calendar 2nd Reading - Short Debate,2022-03-30,[],10
35202,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,HB 1449,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,5c798e41-c98a-4342-81f2-1f9c4f4a0616,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Rules Refers to Labor & Commerce Committee,2022-03-30,[],15
129968,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,HB 1463,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,a4cce3fb-429b-4a3c-81d3-64364859c921,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Filed with Clerk by Rep. Sue Scherer,2022-03-30,['amendment-introduction'],12
82841,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,71b7c0f2-7ad1-4f81-9c01-439e6e13a495,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Approved for Consideration Rules Committee;  004-000-000,2022-03-30,[],9
82864,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,9bfd6f55-b979-48ae-a320-42ae591ae73b,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Co-Sponsor Rep. Lindsey LaPointe,2022-03-31,[],32
82845,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,b5cc84f9-9092-4bb9-a90d-529a99444078,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Referred to Rules Committee,2022-03-31,['referral-committee'],13
82844,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,34c511d1-11cc-4c2a-82c8-fd3da607b40c,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Filed with Clerk by Rep. Maura Hirschauer,2022-03-31,['amendment-introduction'],12
82843,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,8b4e43aa-a28d-4d24-8b76-3669fda020f0,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Chief Sponsor Changed to Rep. Maura Hirschauer,2022-03-31,[],11
82869,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,3e50ba2c-034a-46fc-87d3-459a197ae6dd,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Co-Sponsor Rep. Robyn Gabel,2022-03-31,[],37
82870,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,0328276d-2039-4b96-ad55-2f2b4cae4667,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Co-Sponsor Rep. Will Guzzardi,2022-03-31,[],38
82871,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,505d2b95-10e9-40bd-896f-f85f6a06e205,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,"Added Co-Sponsor Rep. Edgar Gonzalez, Jr.",2022-03-31,[],39
82872,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,e4f1c467-4896-4ff3-a9d2-3fe65c9c4167,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Chief Co-Sponsor Rep. Anne Stava-Murray,2022-03-31,[],40
82873,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,b89ec56c-e956-4212-9523-29446bdda221,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Chief Co-Sponsor Rep. Kelly M. Cassidy,2022-03-31,[],41
82874,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,9d7f962d-94e4-4a94-8113-3feb2bb1cb70,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Removed Co-Sponsor Rep. Terra Costa Howard,2022-03-31,[],42
129970,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,HB 1463,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/1806897f-a118-4a4e-b5d0-04d7586900dd,46f4b4e5-a40c-4383-945c-e73a8c050d21,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,"Final Action Deadline Extended-9(b) April 8, 2022",2022-03-31,[],14
82875,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,42d73fac-3af9-4b28-b16f-2f3603e26f49,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Chief Co-Sponsor Rep. Mark L. Walker,2022-03-31,[],43
82877,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,e43563b9-0a00-4325-9015-1a2602ff0338,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Removed Co-Sponsor Rep. Anne Stava-Murray,2022-03-31,[],45
82878,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,b8b0db99-b5b8-47de-93d9-5efc6f9f13e5,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Adopted,2022-03-31,['amendment-passage'],46
82879,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,c606f0a4-0ca2-4410-a1f4-7608f5f9acd4,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Placed on Calendar Order of 3rd Reading - Short Debate,2022-03-31,[],47
82846,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,b1bd7b92-02da-4f68-aeed-ac5542d8a7d2,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Recommends Be Adopted Rules Committee;  003-001-000,2022-03-31,['committee-passage-favorable'],14
82880,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,2990d229-4284-4377-ace4-726daca68165,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Third Reading - Short Debate - Passed 068-041-000,2022-03-31,"['passage', 'reading-3']",48
140545,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,18a0568c-1a0d-4a51-bebc-d2e6a25443e7,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Referred to Rules Committee,2022-03-31,['referral-committee'],38
140544,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,e1633a7f-64ff-437a-830b-af1b1c30c3e0,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,First Reading,2022-03-31,['reading-1'],37
140543,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,358affe3-165f-4868-b7e0-186b9d539c4b,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Chief House Sponsor Rep. Robyn Gabel,2022-03-31,[],36
96189,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,HB 1484,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/07e2ecb2-6943-4d9f-999e-dcaf8eac5f41,34de98a1-6e2b-4125-98a8-ea96a399e934,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,"Final Action Deadline Extended-9(b) April 8, 2022",2022-03-31,[],12
140542,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,f8f4cc48-9edf-44a8-84db-2976d1a9a958,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Arrived in House,2022-03-31,['introduction'],35
140541,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,87c8b4d8-5c60-4c85-bf11-cc2bf5668e4f,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Senate Floor Amendment No. 2 Tabled Pursuant to Rule 5-4(a),2022-03-31,['amendment-failure'],34
140540,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,c4ead4a5-089a-48b7-9ddd-1ef186de4302,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Third Reading - Passed; 032-015-000,2022-03-31,"['passage', 'reading-3']",33
140539,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,ab7e1065-5cb7-423c-b895-b16e470330de,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Placed on Calendar Order of 3rd Reading,2022-03-31,[],32
140538,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,0123dc6b-f3a0-4449-97fd-89ac5bc64dd0,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Senate Floor Amendment No. 1 Adopted; Harris,2022-03-31,['amendment-passage'],31
140537,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,42be3f16-3d27-44f4-a3cf-ab7471ace06c,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Recalled to Second Reading,2022-03-31,['reading-2'],30
140536,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,SB 1104,REGULATION-TECH,['bill'],[],102nd,Illinois,upper,ocd-bill/e471470e-b1c4-4caf-8019-444f89179d70,6dda048e-f92b-4683-9c79-043e567ace8f,ocd-organization/20782ae5-cc22-4470-846b-fd9788ad3db7,Senate Floor Amendment No. 2 Postponed - Energy and Public Utilities,2022-03-31,[],29
35203,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,HB 1449,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,1150e3ac-848d-4fe0-b039-a1251baed7bb,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,"Final Action Deadline Extended-9(b) April 8, 2022",2022-03-31,[],16
35204,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,HB 1449,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/31d53d9d-a663-48d7-9072-572985934b54,fe044d63-3665-47e2-9a96-aad9f94eb784,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,House Floor Amendment No. 1 Recommends Be Adopted Labor & Commerce Committee;  028-000-000,2022-03-31,['committee-passage-favorable'],17
82863,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,ff732346-df51-473a-bb0b-03a507e05b27,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Co-Sponsor Rep. Joyce Mason,2022-03-31,[],31
82881,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,fad55732-52fc-4547-ac88-fa69f51896d3,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Co-Sponsor Rep. Jonathan Carroll,2022-03-31,[],49
82847,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,6eb79655-100a-4c0a-88b1-4844a1bfeed0,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Co-Sponsor Rep. Deb Conroy,2022-03-31,[],15
82876,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,1da4f9b5-799f-4fec-ba04-b32f1e61dc69,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Chief Co-Sponsor Rep. Terra Costa Howard,2022-03-31,[],44
82849,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,6e879b65-f131-443c-bd8c-f4046d350ffa,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Co-Sponsor Rep. Terra Costa Howard,2022-03-31,[],17
82857,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,d754ac8e-f476-48cc-a471-23523dc810eb,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,"Added Co-Sponsor Rep. Lamont J. Robinson, Jr.",2022-03-31,[],25
82866,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,HB 1464,REGULATION-TECH,['bill'],[],102nd,Illinois,lower,ocd-bill/3e77291d-3dfe-449b-82b6-ffdb1f5fd59d,442668ae-529e-484c-b741-44f420e8828d,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,Added Co-Sponsor Rep. Greg Harris,2022-03-31,[],34
